Count,Artist,Year,streams,Song,released_month,released_day,in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
2,"Fuerza Regida, Grupo Frontera",2022,367316268,Bebe Dame,12,16,849,22,27,129,21,7,111,157,G,Major,54,75,60,30,0,7,5
1,Taylor Swift,2021,350381515,You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,4,9,2619,12,47,90,1,0,7,130,F#,Major,63,49,73,5,0,9,3
1,Bad Bunny,2022,1264310836,Titi Me Preguntï¿,5,6,9037,42,124,133,139,14,166,107,F,Minor,65,19,72,10,0,13,25
1,Taylor Swift,2023,30343206,Better Than Revenge (Taylor's Version),7,7,86,11,3,33,3,0,1,146,B,Minor,50,67,89,0,0,19,8
1,Hotel Ugly,2020,405136812,Shut up My Moms Calling,2,10,1788,14,1,50,19,0,19,139,A,Minor,48,37,41,32,0,10,10
1,Creedence Clearwater Revival,1968,1145727611,Have You Ever Seen The Rain?,7,1,15890,14,71,37,653,0,167,116,NA,Major,74,76,70,7,0,13,3
1,Plan B,2010,540654286,Es un Secreto,7,20,492,36,4,3,19,0,0,95,F#,Minor,84,52,77,12,0,7,4
4,"Feid, Mora, Saiko, Quevedo",2023,57312735,POLARIS - Remix,6,8,773,33,20,46,21,8,99,170,G#,Minor,62,55,80,15,0,37,7
1,NewJeans,2022,397582059,Ditto,12,19,1154,22,28,125,11,1,51,134,F#,Minor,81,18,64,3,0,10,11
1,a-ha,1984,1479115056,Take On Me,10,19,44927,17,34,0,5108,6,0,84,F#,Minor,57,86,90,2,0,9,5
4,"Swae Lee, Lil Wayne, Offset, Metro Boomin",2023,86773632,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",6,2,551,4,13,46,20,1,10,146,B,Minor,61,20,48,21,0,12,6
5,"Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",2023,133753727,"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)",5,1,577,14,22,18,15,1,0,74,A#,Minor,53,24,67,11,0,10,28
1,Shakira,2023,123124076,Acrï¿½ï¿½s,5,11,955,29,37,50,79,11,31,144,B,Major,75,35,48,84,0,10,12
3,"Natanael Cano, Gabito Ballesteros, Peso Pluma",2022,463564958,AMG,11,24,995,19,12,117,9,5,3,136,B,Minor,77,79,73,15,0,27,10
3,"Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",2023,64533040,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",5,15,178,6,6,71,1,0,31,100,E,Major,56,53,55,53,0,12,4
1,Stray Kids,2023,65496046,S-Class,6,2,290,19,9,101,5,0,73,105,F,Minor,89,67,78,9,0,7,33
1,Taylor Swift,2023,68616963,Hits Different,5,26,547,0,15,15,6,0,0,106,F,Major,67,24,78,15,0,30,4
2,"Becky G, Peso Pluma",2023,161460990,Chanel,3,30,681,10,15,92,21,2,26,132,D,Major,85,53,68,40,0,9,4
2,"Metro Boomin, Coi Leray",2023,70106975,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),6,2,332,5,18,41,5,0,19,120,A,Major,78,5,30,21,0,13,5
2,"Kaliii, Kaliii",2023,113509496,Area Codes,3,17,1197,13,44,34,25,1,171,155,C#,Major,82,51,39,2,0,9,49
2,"Junior H, Eden Muï¿½ï",2023,89933133,Abcdario,5,13,262,5,8,60,4,1,109,129,G#,Major,70,42,43,78,0,11,3
2,"Abhijay Sharma, Riar Saab",2022,71007139,Obsessed,9,29,161,6,10,79,2,0,42,135,F,Minor,80,85,74,62,0,8,9
2,"Semicenk, Doï¿½ï¿½u",2023,43522589,Piï¿½ï¿½man Deï¿,6,2,185,3,5,6,4,1,33,98,A#,Minor,73,45,62,28,0,13,13
1,JISOO,2023,232896922,FLOWER,3,31,839,18,20,110,20,0,69,124,A,Minor,84,64,39,3,0,11,4
3,"Future, Lil Uzi Vert, Metro Boomin",2023,37126685,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)",6,2,259,0,5,17,5,0,0,135,A,Minor,77,28,55,18,0,22,15
1,Ed Sheeran,2023,195576623,Eyes Closed,3,23,2915,30,116,69,107,3,675,107,D,Major,78,39,53,30,0,11,6
2,"RAYE, 070 Shake",2022,532336353,Escapism.,10,12,5129,25,116,84,114,18,348,96,D,Major,54,25,74,14,0,9,11
2,"Arcangel, Bad Bunny",2022,538115192,La Jumpa,11,30,3794,34,47,77,53,10,8,123,G#,Major,71,58,70,30,0,32,19
2,"Taylor Swift, Ice Spice",2023,46142772,Karma (feat. Ice Spice),5,26,588,0,23,21,31,0,0,90,G#,Major,62,7,62,6,0,58,6
3,"Future, Chris Brown, Metro Boomin",2022,401036314,Superhero (Heroes & Villains) [with Future & Chris Brown],12,2,2959,16,41,69,38,0,36,117,F,Minor,72,45,59,14,0,20,21
2,"BLESSD, Peso Pluma",2023,127026613,Las Morras,4,4,291,8,8,78,4,1,1,133,A,Minor,78,90,84,31,0,7,4
1,Feid,2022,345031710,CHORRITO PA LAS ANIMAS,12,2,2321,36,29,65,34,5,3,96,G#,Minor,74,61,83,11,0,35,6
2,"Fuerza Regida, Natanael Cano",2022,288101651,Ch y la Pizza,12,1,536,10,10,72,8,3,14,149,G#,Major,66,85,60,40,0,14,13
2,"Lana Del Rey, Taylor Swift",2023,60350538,Snow On The Beach (feat. More Lana Del Rey),5,26,359,2,1,0,9,0,0,110,F#,Minor,66,32,40,81,0,11,3
1,Coi Leray,2022,335074782,Players,11,30,4096,6,118,48,143,0,240,105,F#,Major,95,62,52,3,0,5,16
1,ENHYPEN,2023,76767396,Bite Me,5,22,349,69,8,96,5,0,56,105,C#,Major,80,69,78,28,0,11,14
2,"Lil Durk, Morgan Wallen",2023,46065667,Stand By Me (feat. Morgan Wallen),5,26,381,5,23,82,6,0,113,134,B,Major,76,61,58,6,0,16,3
1,Feid,2022,459276435,Normal,7,8,2461,36,47,66,45,5,6,170,E,Minor,71,59,56,4,0,27,12
2,"James Blake, Metro Boomin",2023,39666245,Hummingbird (Metro Boomin & James Blake),6,2,277,1,1,20,5,0,1,81,F#,Major,59,26,60,46,1,25,13
2,"Israel & Rodolffo, Mari Fernandez",2023,138517666,Seu Brilho Sumiu - Ao Vivo,3,1,967,5,7,29,51,1,29,154,F#,Major,63,75,92,31,0,91,5
1,Steve Lacy,2022,822633917,Bad Habit,6,29,8186,12,155,72,131,16,29,169,C#,Major,69,69,51,63,0,38,4
1,Beyoncï¿,2022,595900742,CUFF IT,7,29,7842,10,215,88,330,26,23,115,G,Major,78,64,69,4,0,7,14
2,"Halsey, Suga",2023,51985779,Lilith (feat. SUGA of BTS) (Diablo IV Anthem),6,5,215,6,6,14,8,2,4,84,A,Minor,43,14,74,1,0,19,8
2,"Nicky Jam, Feid",2023,57945987,69,5,18,1134,22,39,14,48,2,3,93,G#,Major,79,58,62,11,0,11,23
2,"Sean Paul, Feid",2023,115010040,Niï¿½ï¿½a Bo,4,21,1305,34,29,26,43,5,44,91,G,Major,82,47,62,10,0,10,15
1,Drake,2023,175097833,Search & Rescue,4,7,2066,6,58,70,43,0,182,142,A#,Minor,82,54,44,6,0,33,7
2,"Kendrick Lamar, Beyoncï¿",2023,57089066,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),5,19,896,0,34,2,33,0,1,126,C#,Major,78,20,70,1,0,16,4
1,Taylor Swift,2022,488386797,Lavender Haze,10,21,3763,8,51,43,38,10,1,97,A#,Major,73,10,44,26,0,16,8
5,"WizKid, Toian, Metro Boomin, Don Toliver, Beam",2023,32761689,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )",6,2,197,0,3,10,3,0,0,101,F,Major,92,59,51,41,51,26,8
1,Bad Bunny,2022,1047480053,Efecto,5,6,4004,33,34,65,43,6,2,98,G,Minor,80,23,48,14,0,6,5
1,Simone Mendes,2023,153454328,Erro Gostoso - Ao Vivo,1,27,984,5,8,57,76,2,49,154,F#,Major,59,63,89,18,0,80,9
1,Tini,2023,217672943,Cupido,2,14,1240,24,51,29,63,4,54,120,A,Major,91,63,58,52,0,31,22
1,Lil Uzi Vert,2022,457184829,Just Wanna Rock,10,17,3995,13,72,27,47,0,0,150,B,Major,49,4,55,7,0,6,3
1,Sia,2016,939844851,Unstoppable,1,21,7681,13,119,66,1145,2,NA,174,A,Major,47,27,78,11,0,10,8
1,Stephen Sanchez,2021,726434358,Until I Found You,9,1,4427,4,69,100,154,20,438,202,A#,Major,34,25,51,69,0,18,4
2,"Drake, 21 Savage",2022,573633020,Rich Flex,11,4,4657,18,84,84,42,0,23,153,B,Minor,56,42,52,5,0,36,24
1,Adele,2021,1406111294,Easy On Me,10,14,10195,20,258,87,657,22,9,142,F,Major,60,13,37,58,0,13,3
2,"MC Caverinha, KayBlack",2023,71573339,Cartï¿½ï¿½o B,5,11,269,4,7,2,30,1,11,108,A,Minor,84,55,47,26,0,20,64
2,"Offset, JID",2023,24975653,Danger (Spider) (Offset & JID),6,2,214,0,3,3,6,0,0,143,B,Major,83,25,69,4,0,23,12
1,Zï¿½ï¿½ Neto & Crist,2023,145458418,Oi Balde - Ao Vivo,2,14,845,2,12,57,47,1,33,108,D,Major,67,55,67,60,0,80,5
1,Eminem,2000,1424589568,The Real Slim Shady,1,1,20763,27,81,53,3271,1,17,104,F,Minor,95,78,66,3,0,4,6
3,"Migrantes, LiL CaKe, Nico Valdi",2022,231332117,MERCHO,12,16,1267,20,41,22,56,4,84,93,F#,Minor,84,96,79,43,0,18,11
1,Tory Lanez,2021,415932686,The Color Violet,12,10,2585,32,3,79,21,1,54,105,F#,Minor,65,46,53,16,0,9,5
1,Joji,2022,988515741,Glimpse of Us,6,10,6330,6,109,42,158,3,31,170,G#,Major,44,27,32,89,0,14,5
3,"Mambo Kingz, DJ Luian, Anuel Aa",2023,50847624,Mejor Que Yo,5,4,675,1,9,13,11,0,1,178,C#,Minor,62,56,66,18,0,12,5
1,Ed Sheeran,2023,39893489,Curtains,5,5,715,0,37,3,27,0,50,176,F#,Minor,50,44,76,10,0,32,5
2,"Nile Rodgers, LE SSERAFIM",2023,92035115,UNFORGIVEN (feat. Nile Rodgers),5,1,327,13,14,110,9,0,49,104,E,Minor,80,38,88,11,0,11,5
1,Agust D,2023,118810253,Haegeum,4,21,244,12,6,84,10,2,9,85,G,Major,70,83,84,31,0,47,30
2,"Rich The Kid, Matuï¿",2023,77233241,Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich,4,30,385,4,17,7,41,1,29,117,F#,Minor,77,69,58,39,0,26,5
1,Karol G,2023,206399629,MIENTRAS ME CURO DEL CORA,2,24,1020,35,15,26,30,6,0,80,NA,Major,52,57,48,86,0,15,39
1,Labrinth,2023,117747907,Never Felt So Alone,4,7,1730,3,46,5,51,0,20,98,F,Major,44,36,41,50,0,38,5
2,"Karol G, Romeo Santos",2023,266624541,X SI VOLVEMOS,2,2,2127,33,45,80,53,8,4,178,C#,Minor,79,58,78,34,0,11,25
1,Lizzy McAlpine,2022,293186992,ceilings,4,8,3242,9,67,55,48,0,6,148,A,Major,51,27,33,48,0,22,3
1,Fifty Fifty,2023,139681964,Cupid,2,24,526,10,15,93,30,0,320,120,D,Major,77,94,66,65,0,38,3
1,IVE,2023,123132751,I AM,4,10,366,15,16,102,7,0,55,122,E,Minor,68,38,88,1,0,8,5
1,sped up 8282,1997,103762518,Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,1,1,472,2,0,0,6,0,0,144,F,Major,74,75,73,42,0,9,4
2,"Cartel De Santa, La Kelly",2023,162887075,Shorty Party,3,4,432,12,8,14,12,2,33,96,D,Major,93,47,47,33,0,10,36
1,SEVENTEEN,2023,91221625,Super,4,24,271,12,16,103,9,0,55,137,G#,Major,77,35,88,16,0,17,9
1,NLE Choppa,2022,190490915,Slut Me Out,4,22,816,4,21,4,13,0,4,121,F#,Minor,94,71,61,12,0,53,42
2,"The Weeknd, Future",2023,96180277,Double Fantasy (with Future),4,21,1169,0,36,65,28,0,0,119,A,Minor,60,10,57,1,0,50,3
1,Taylor Swift,2019,185240616,All Of The Girls You Loved Before,8,23,1282,6,26,6,19,0,5,96,D,Major,72,40,47,71,0,13,4
1,Karol G,2022,885093467,PROVENZA,4,21,6587,34,114,104,147,11,20,111,C#,Major,87,53,52,66,1,11,5
2,"Nicki Minaj, Ice Spice",2023,104992946,Princess Diana (with Nicki Minaj),4,14,1444,4,0,0,0,0,0,148,A,Major,90,74,68,14,0,10,19
2,"Grupo Marca Registrada, Grupo Frontera",2023,147290338,Di Que Si,2,3,356,10,4,64,4,2,37,182,A,Major,57,80,59,8,0,6,5
1,Ed Sheeran,2021,1302184087,Shivers,9,9,10147,30,234,71,543,18,NA,141,D,Major,79,82,86,28,0,4,9
2,"Fuerza Regida, Peso Pluma",2022,158950978,Igualito a Mi Apï¿,12,30,265,6,8,84,5,1,4,145,E,Minor,76,80,81,19,0,6,9
2,"TAEYANG, Lisa",2023,76910644,Shoong! (feat. LISA of BLACKPINK),4,25,351,9,16,90,10,0,64,110,B,Minor,76,26,70,1,0,41,6
1,Raim Laode,2022,137123880,Komang,8,16,158,4,5,6,1,1,18,134,G,Major,70,35,41,41,0,10,3
1,ROSALï¿½,2022,782369383,DESPECHï¿,7,28,7613,33,180,90,422,15,55,130,G,Major,92,78,62,18,0,6,10
1,Meghan Trainor,2022,502574952,Made You Look,10,21,3956,6,142,23,127,3,16,145,A#,Major,84,88,53,35,0,8,7
3,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",2023,207033255,Watch This - ARIZONATEARS Pluggnb Remix,2,5,1638,10,0,0,21,0,0,130,B,Minor,69,36,90,1,10,15,4
1,Grupo Frontera,2022,404887295,No Se Va,4,28,924,18,17,80,22,9,38,173,NA,Major,59,69,53,12,0,23,3
1,Quevedo,2022,381161027,Punto G,11,4,1985,35,34,26,37,5,1,92,B,Minor,75,55,76,25,0,10,15
1,TV Girl,2014,466231982,Lovers Rock,6,5,6339,13,3,1,36,1,37,105,F,Minor,56,57,87,0,1,10,4
1,INTERWORLD,2021,357580552,METAMORPHOSIS,11,25,1561,24,18,78,24,0,30,175,G,Minor,59,15,64,43,90,12,10
2,"Quevedo, Jhayco",2023,61105704,Mami Chula,4,27,875,4,17,13,27,0,43,120,G,Minor,80,33,70,22,0,9,4
2,"El Chachito, Junior H",2022,198275403,En Paris,12,24,406,5,3,31,2,1,0,139,D#,Minor,70,77,48,37,0,12,5
1,Jimin,2023,168448603,Set Me Free Pt.2,3,17,340,13,4,71,16,1,9,132,NA,Minor,59,56,82,12,0,12,6
2,"The Weeknd, Gesaffelstein",2018,705469769,I Was Never There,3,29,4188,15,30,70,142,0,27,114,A#,Major,32,17,74,14,0,17,3
2,"RM, Colde",2023,34502215,Don't ever say love me (feat. RM of BTS),5,4,105,0,5,9,5,0,0,145,B,Minor,54,19,48,36,0,37,5
1,BLACKPINK,2022,482175240,Shut Down,9,16,1524,17,53,120,62,0,2,110,NA,Major,82,67,69,0,0,18,4
2,"Nengo Flow, Bad Bunny",2022,304118600,Gato de Noche,12,22,2651,30,21,55,32,3,0,94,G#,Major,89,61,66,17,0,36,16
1,The Weeknd,2018,1449799467,Call Out My Name,3,29,11087,6,151,107,801,1,105,134,C#,Major,45,17,60,21,0,33,4
1,Jimin,2023,173627354,Like Crazy (English Version),3,24,373,19,4,72,5,0,5,120,G,Major,62,32,76,0,0,39,4
2,"Jasiel Nuï¿½ï¿½ez, Peso P",2023,90025258,Rosa Pastel,2,2,200,4,8,77,2,1,1,123,G,Minor,70,86,68,24,0,11,4
2,"Nicky Youre, Dazy",2021,652704649,Sunroof,12,3,3741,17,156,35,110,19,0,131,A#,Major,77,84,71,35,0,15,4
1,Eminem,2002,1829992958,Lose Yourself - Soundtrack Version,1,1,32502,21,247,54,5567,1,51,171,D,Major,70,6,73,1,0,36,26
2,"Eminem, Dina Rae",2002,655466831,Superman,5,26,7615,14,18,51,1005,0,0,130,E,Minor,80,64,76,2,0,20,6
3,"Mambo Kingz, DJ Luian, Anuel Aa",2023,146409671,Mas Rica Que Ayer,3,2,1208,34,10,41,20,0,1,94,B,Major,82,53,67,34,0,9,8
2,"IU, Agust D",2023,95816024,People Pt.2 (feat. IU),4,7,209,4,4,45,11,2,24,89,G,Minor,73,44,57,39,0,32,6
1,Feid,2023,117206995,REMIX EXCLUSIVO,3,17,1235,9,20,8,15,0,6,87,F,Minor,65,71,56,4,0,15,20
2,"Arcangel, Bizarrap",2023,100409613,"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol",3,22,654,3,11,3,18,1,1,124,B,Minor,72,79,78,55,0,15,30
2,"Tyler, The Creator",2023,80758350,DOGTOOTH,3,27,1479,0,23,0,18,0,33,78,G#,Major,71,80,65,51,0,22,32
2,"Tiï¿½ï¿½sto, Tate M",2022,325592432,0.44097222222222221,11,1,4942,26,190,104,147,18,63,120,G#,Major,70,70,79,7,0,18,10
2,"Tyler, The Creator",2023,58473276,SORRY NOT SORRY,3,31,709,0,8,1,13,0,0,96,F#,Minor,48,50,80,40,0,37,20
1,NF,2023,52722996,HAPPY,3,25,660,0,22,7,11,0,78,106,G,Major,73,22,86,31,0,12,4
1,Yng Lvcas,2021,191945597,La Bebe,12,24,489,17,4,11,5,1,2,170,D,Minor,78,75,46,62,0,12,35
2,"Kanii, PR1ISVX",2023,77377503,I Know - PR1SVX Edit,3,24,407,0,16,15,5,0,1,134,B,Minor,67,11,76,8,47,30,7
1,Harry Styles,2022,743693613,Late Night Talking,5,20,7461,8,166,42,199,16,58,115,A#,Major,71,90,73,30,0,11,5
1,Marï¿½ï¿½lia Mendo,2022,267789608,Leï¿½,12,9,993,4,30,84,88,1,28,130,F#,Major,74,79,87,45,0,30,3
2,"Ariana Grande, The Weeknd",2020,1221813483,Save Your Tears (with Ariana Grande) (Remix),3,20,9161,5,240,98,468,3,10,118,NA,Major,65,63,79,3,0,10,3
1,Zach Bryan,2022,449701773,Something in the Orange,4,22,3282,12,67,84,46,16,117,110,G,Major,59,22,38,42,0,12,3
1,Melanie Martinez,2023,67070410,VOID,3,29,596,0,29,9,12,0,52,100,A,Major,72,42,66,18,4,19,4
2,"Fuerza Regida, Chino Pacas",2023,116334601,Dijeron Que No La Iba Lograr,3,14,320,6,5,48,2,1,9,142,G,Minor,70,76,79,26,0,11,7
1,Taylor Swift,2022,433356509,Midnight Rain,10,21,2612,4,19,29,21,0,0,140,NA,Major,64,18,37,72,0,12,7
1,Mae Stephens,2023,165584767,If We Ever Broke Up,2,10,2040,4,81,27,66,9,444,116,G,Major,90,96,73,62,0,9,4
1,Morgan Wallen,2022,367814306,You Proof,5,13,2128,9,37,88,9,0,14,120,A,Major,73,64,85,25,0,61,3
2,"Feid, Mora",2022,477033549,LA INOCENTE,4,1,2598,37,28,57,43,8,85,92,F,Minor,76,46,79,31,0,7,6
1,Kenia OS,2022,156214700,Malas Decisiones,10,26,542,2,23,2,21,0,0,110,G#,Minor,81,64,79,5,0,31,3
1,Kordhell,2022,448843705,Murder In My Mind,1,21,2459,20,20,68,50,0,22,120,A#,Major,71,57,97,1,0,13,11
2,"Coolio, L.V.",1995,1357608774,Gangsta's Paradise,7,11,10624,17,21,0,386,0,NA,80,G#,Major,63,40,61,9,0,56,6
2,"Karol G, Ovy On The Drums",2022,294352144,CAIRO,11,13,2418,26,52,66,55,1,16,115,F,Minor,95,43,69,47,0,9,31
1,The Walters,2014,972164968,I Love You So,11,28,7536,7,44,19,135,0,6,76,A#,Major,58,46,67,65,0,13,4
1,Steve Lacy,2017,920045682,Dark Red,2,20,10431,7,71,53,181,0,10,172,F#,Major,60,77,78,45,0,12,6
1,James Arthur,2016,2420461338,Say You Won't Let Go,9,9,15722,16,231,37,1509,0,13,99,A#,Major,40,45,56,69,0,9,5
1,The Weeknd,2015,1947371785,The Hills,5,27,25744,4,122,94,1992,0,18,136,NA,Minor,36,12,57,9,0,14,8
1,Mac DeMarco,2019,244658767,Heart To Heart,5,10,1640,0,27,27,29,1,1,150,G#,Minor,90,64,14,67,35,11,10
1,Jack Black,2023,68216992,Peaches (from The Super Mario Bros. Movie),4,7,34,0,0,0,0,0,0,92,A#,Minor,71,41,31,79,0,10,5
5,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",2022,223582566,Marisola - Remix,12,15,1845,16,20,8,30,2,0,95,C#,Major,77,72,87,17,0,7,5
3,"Brray, Rauw Alejandro, Lyanno",2022,471819764,LOKERA,7,25,3301,30,72,64,64,6,3,102,B,Minor,83,58,83,21,0,10,5
1,SZA,2022,272377463,Low,12,9,1911,0,23,71,14,0,9,145,NA,Minor,70,34,55,43,0,16,6
1,Linkin Park,2003,1361425037,Numb,3,24,20111,5,39,0,7341,0,0,110,A,Major,50,24,86,0,0,64,4
2,"Gorillaz, Bad Bunny",2023,149778242,Tormenta (feat. Bad Bunny),2,24,1529,0,32,18,39,2,0,95,NA,Major,64,30,77,46,0,38,6
2,"j-hope, J. Cole",2023,116599790,on the street (with J. Cole),3,3,615,2,22,82,8,0,9,94,B,Minor,68,81,82,53,0,9,13
1,Morgan Wallen,2022,148469433,One Thing At A Time,12,2,811,4,11,58,5,0,21,142,G,Major,61,92,91,0,0,26,3
2,"Robin Schulz, Oliver Tree",2022,497225336,Miss You,8,5,5730,10,108,16,197,3,165,145,F#,Minor,59,20,74,1,0,15,5
1,Morgan Wallen,2023,88791109,Ainï¿½ï¿½ï¿½t Tha,3,3,356,4,4,20,0,0,0,121,F#,Minor,64,67,80,0,0,36,3
1,Morgan Wallen,2023,125917280,Thinkinï¿½ï¿½ï¿½ B,3,3,604,6,22,101,0,0,66,140,D#,Minor,66,43,76,49,0,12,3
3,"Don Toliver, Future, Justin Bieber",2023,105062254,Private Landing (feat. Justin Bieber & Future),2,23,1190,0,29,3,18,0,19,137,C#,Minor,84,44,67,8,0,11,6
1,Morgan Wallen,2023,95623148,Everything I Love,1,31,579,0,11,54,0,0,103,104,G#,Major,56,72,85,0,0,15,3
1,Niall Horan,2023,144584800,Heaven,2,17,1553,2,61,6,48,0,150,92,F,Major,57,68,76,7,0,33,3
1,Central Cee,2022,298063749,LET GO,12,15,2301,20,49,23,110,0,8,146,D,Minor,74,51,45,86,0,21,38
1,Mahalini,2023,166570053,Sial,1,23,134,4,4,6,0,0,23,120,D,Major,56,20,43,89,0,12,4
1,Morgan Wallen,2023,83021468,I Wrote The Book,1,31,430,0,15,17,0,0,0,144,D,Major,68,83,81,9,0,8,4
2,"Arijit Singh, Sachin-Jigar",2022,139836056,"Apna Bana Le (From ""Bhediya"")",11,5,86,0,11,101,0,0,48,94,A,Major,59,44,56,80,0,6,3
1,ThxSoMch,2022,303216294,SPIT IN MY FACE!,10,31,629,14,32,3,9,0,0,94,G#,Major,73,65,79,5,2,11,6
2,"Myke Towers, Quevedo",2022,221409663,PLAYA DEL INGLï¿½,12,15,1701,15,30,15,34,2,47,113,G,Minor,79,66,74,8,0,11,5
2,"Morgan Wallen, Eric Church",2023,58890931,Man Made A Bar (feat. Eric Church),3,3,329,0,14,35,1,0,0,148,E,Major,50,49,76,12,0,12,3
1,Nicki Minaj,2023,81419389,Red Ruby Da Sleeze,3,3,1168,0,45,11,20,0,21,98,C#,Major,70,29,73,12,0,11,26
1,Kaifi Khalil,2022,156777415,Kahani Suno 2.0,5,31,162,6,1,10,1,0,1,140,B,Major,58,26,38,91,0,10,4
1,SZA,2022,284908316,Nobody Gets Me,12,9,2536,6,59,100,58,13,2,100,G,Major,36,28,28,81,0,18,3
2,"Karol G, Quevedo",2023,93438910,PERO Tï¿,2,23,387,11,11,15,14,3,1,140,F#,Major,86,68,79,39,0,11,29
1,NewJeans,2022,363472647,Hype Boy,8,1,892,17,20,119,12,2,7,100,E,Minor,59,78,94,27,0,29,23
1,Lady Gaga,2011,372476382,Bloody Mary,1,1,3909,0,66,26,277,3,734,100,A,Minor,59,49,65,2,0,13,3
2,"Ozuna, Shakira",2022,380726517,Monotonï¿½,10,19,3645,15,118,34,150,4,19,132,NA,Minor,87,82,70,42,0,21,5
1,Morgan Wallen,2023,56533272,ýýý98 Braves,3,3,282,0,6,15,0,0,0,142,D,Major,49,48,67,10,0,26,3
1,Quevedo,2023,175399345,WANDA,1,20,888,22,11,24,7,1,7,176,E,Minor,72,96,63,25,0,21,7
1,Morgan Wallen,2022,203221468,Thought You Should Know,5,6,968,4,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3
1,Linkin Park,2000,1624165576,In The End,10,24,25065,6,63,0,6808,2,0,105,D#,Minor,55,40,90,1,0,32,6
1,Leo Santana,2022,134294498,Zona De Perigo,12,8,531,4,20,1,71,2,0,135,F,Major,81,97,77,75,0,35,3
1,Treyce,2022,70069745,Lovezinho,7,28,242,0,12,2,13,0,4,128,E,Minor,82,61,59,30,0,12,4
2,"Post Malone, Doja Cat",2022,609293408,I Like You (A Happier Song) (with Doja Cat),6,3,5281,14,94,21,80,15,38,101,F,Major,74,43,69,12,0,12,7
1,Bad Bunny,2022,671365962,Neverita,5,6,2590,30,20,64,35,6,0,122,A#,Major,88,43,50,7,0,14,5
1,Quevedo,2022,362361576,Vista Al Mar,9,8,1769,34,16,19,21,3,4,105,NA,Minor,76,49,56,80,12,10,13
2,"MC Xenon, Os Gemeos da Putaria",2022,93587665,Sem Alianï¿½ï¿½a no,12,23,454,4,6,1,21,0,1,83,C#,Major,53,40,36,73,0,11,33
4,"Imagine Dragons, League of Legends, JID, Arcane",2021,1223481149,Enemy (with JID) - from the series Arcane League of Legends,9,3,6180,7,122,88,580,21,10,77,B,Minor,72,59,76,24,0,42,28
1,XXXTENTACION,2017,1022258230,Revenge,8,25,3600,11,7,0,203,0,2,140,B,Minor,75,18,25,78,0,11,26
2,"Israel & Rodolffo, Ana Castela",2022,263453310,Bombonzinho - Ao Vivo,11,3,1254,6,26,69,73,2,6,158,C#,Major,65,72,95,31,0,92,5
2,"J Balvin, Bad Bunny",2019,1435127549,LA CANCIï¿½,6,28,6398,31,177,109,305,3,5,176,G,Major,75,43,65,15,0,11,32
2,"Yuridia, Angela Aguilar",2022,236857112,Quï¿½ï¿½ Ago,10,20,660,15,19,59,18,5,52,98,B,Major,73,88,57,56,0,5,2
1,The Kid Laroi,2023,147538971,Love Again,1,27,1283,0,57,4,48,0,0,107,B,Minor,66,47,40,72,0,11,3
1,The Weeknd,2020,698086140,After Hours,2,19,8084,6,45,115,218,1,221,109,F,Minor,66,16,57,10,1,12,3
1,Lizzo,2022,723894473,About Damn Time,7,15,2332,2,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7
1,Morgan Wallen,2023,34450974,Born With A Beer In My Hand,3,3,203,0,5,9,0,0,0,148,NA,Major,53,61,81,5,0,36,4
1,Fujii Kaze,2020,403097450,ýýýýýýýýýýýýýýýýýýýýý,5,20,685,14,24,94,9,0,23,158,F#,Minor,60,52,76,17,0,19,5
2,"Wisin & Yandel, ROSALï¿½",2022,309483971,Besos Moja2,9,29,2460,13,53,7,56,3,1,94,F,Minor,74,64,73,6,0,10,6
1,King,2022,319566866,Maan Meri Jaan,10,12,288,6,11,80,1,0,8,96,F#,Minor,70,40,51,35,0,10,4
1,Bad Bunny,2022,909001996,Moscow Mule,5,6,4572,33,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3
